base_currency,target_currency,pair_base_risk,markup_percent,amount_inr,money_at_stake_inr,is_risky
KRW,INR,0.3,0.032224607356928836,1206.2565465993023,38.871143585887445,0
THB,INR,0.35,0.06857382998880529,362.00868004191545,24.82432167966612,1
KRW,INR,0.3,-0.02954134814036364,731.2905259352825,-21.603308018403805,0
AED,INR,0.4,-0.0079611055313109,514.8437301140584,-4.0987252675717665,0
AED,INR,0.4,-0.015483536681001784,1805.0612864264174,-27.9487326398397,0
USD,INR,0.15,0.049418651527329216,661.5096722965758,32.69091597718222,1
EUR,INR,0.15,0.03129861168911712,1672.3871989702359,52.343397534419665,0
THB,INR,0.35,-0.017605544713678326,1658.8605160933382,-29.20514298983677,0
THB,INR,0.35,0.027253599792777812,410.9762527940255,11.200582317983855,0
GBP,INR,0.2,-0.03,1365.003116811674,-40.95009350435022,0
GBP,INR,0.2,0.005798230269861747,936.5570043316241,5.430373171966662,0
USD,INR,0.15,0.06689403243918009,1082.9802625686716,72.44491681526048,0
GBP,INR,0.2,0.045918866813738836,286.5634643245024,13.158669552000426,0
USD,INR,0.15,0.06474507333044181,252.15451580766768,16.32576261656949,0
KRW,INR,0.3,-0.014336350350843255,353.9281668297843,-5.074038198703488,1
KRW,INR,0.3,-0.0231402568875647,263.63180353804484,-6.100507657602346,0
USD,INR,0.15,-0.03,1027.5902227722734,-30.8277066831682,0
EUR,INR,0.15,-0.006157487482518724,409.8265624489827,-2.5235019282832893,0
USD,INR,0.15,-0.02300583017551605,5989.4239569152915,-137.79167040196057,0
GBP,INR,0.2,0.03948600301803218,378.7927483837411,14.957011605889106,0
THB,INR,0.35,-0.005394646119192785,3727.2283312657723,-20.1070778526083,0
USD,INR,0.15,0.007136503868684553,2937.6921655377587,20.964851504364518,0
USD,INR,0.15,0.07198599213026301,6593.473188005851,474.63770902288934,1
AED,INR,0.4,0.04790583307334741,967.7271496210757,46.35977529029355,0
AED,INR,0.4,-0.02376804882353766,309.6112138511095,-7.35885444712793,0
THB,INR,0.35,0.06421034710991645,1233.1493225128127,79.18094603690601,1
GBP,INR,0.2,-0.03,482.06758673412423,-14.462027602023726,0
USD,INR,0.15,0.014249322572682709,2654.1884641048014,37.82038759372259,0
AED,INR,0.4,0.0744799479983226,3329.262893493909,247.96332718017135,1
AED,INR,0.4,-0.014123086514502612,1515.1379228705505,-21.39842396610457,0
GBP,INR,0.2,0.011351771856512158,887.511418598225,10.074827143976512,0
KRW,INR,0.3,0.03215158900615383,564.2551905890391,18.141700982407784,0
EUR,INR,0.15,0.03165176290106996,587.4015632811451,18.592295008692645,0
GBP,INR,0.2,-0.03,622.250510292722,-18.66751530878166,0
AED,INR,0.4,-0.03,597.6802742856403,-17.930408228569206,0
USD,INR,0.15,0.02212735279033188,55.97858412800263,1.2386578797035868,0
USD,INR,0.15,0.021456183330351077,1194.1715136482217,25.622362924719088,1
THB,INR,0.35,0.06137731521553682,453.3969408689147,27.828286957471487,0
KRW,INR,0.3,0.025402666350493736,352.6694505049647,8.958744383189583,0
KRW,INR,0.3,0.007324241001136054,192.04106187544335,1.4065550192898282,0
KRW,INR,0.3,0.0006334667910964011,249.0335478268464,0.1577544824172245,0
USD,INR,0.15,0.07801061467416888,2823.0187979608513,220.22543166565939,1
GBP,INR,0.2,0.06623449490163726,694.201699676405,45.980098937924765,1
GBP,INR,0.2,0.014802259515816232,4521.211496107818,66.9241458912797,0
KRW,INR,0.3,0.024413924076394162,966.3249699465335,23.59178444939854,0
GBP,INR,0.2,-0.019244210845627253,90.83912582340302,-1.7481272903780312,0
THB,INR,0.35,0.016498036728393235,141.2818335531489,2.3308728790145907,0
THB,INR,0.35,0.03293712603415119,436.6154828425754,14.380859186847683,1
THB,INR,0.35,-0.03,416.03075945418925,-12.480922783625678,0
THB,INR,0.35,0.011934207691190458,236.62082333978617,2.823882049797495,0
KRW,INR,0.3,0.046985848195720624,7211.005556477852,338.8152124151663,0
KRW,INR,0.3,0.044893298398214106,138.16116305612618,6.202510320122988,0
KRW,INR,0.3,-0.03,648.2199353364759,-19.446598060094278,0
THB,INR,0.35,0.03722751008073605,370.7209189412444,13.801016747024908,1
USD,INR,0.15,0.08791194715674101,791.749356247181,69.6042275677859,1
GBP,INR,0.2,0.05487911391597409,608.2529454571244,33.380382683468305,0
GBP,INR,0.2,0.06108301224205764,4644.943959698951,283.7271687539627,0
USD,INR,0.15,-0.012742323753711324,1431.3142824629117,-18.23826998045344,0
EUR,INR,0.15,0.01649306254303705,224.71210506861703,3.7061908030742132,0
GBP,INR,0.2,0.008348005033817087,155.52096727098902,1.2982898176423188,0
USD,INR,0.15,-0.008699249745662255,51.08237992701503,-0.4443783805879082,0
AED,INR,0.4,0.038931096238626534,1656.2334770473774,64.4789848885665,1
AED,INR,0.4,0.0574914087204897,194.6917963393858,11.19310563787397,1
GBP,INR,0.2,0.0244268031795135,521.3103452877785,12.73394519978879,0
GBP,INR,0.2,0.027099040936861274,559.2357377438029,15.154752150475131,0
USD,INR,0.15,0.022201101984468737,4430.026806237301,98.35147691920463,0
AED,INR,0.4,0.039191938154651274,1347.4837214488882,52.81049867542417,1
GBP,INR,0.2,-0.0043438450077041176,293.8610012025716,-1.2764866430327242,0
GBP,INR,0.2,0.03177811758579231,449.78593131866626,14.29335021387968,0
THB,INR,0.35,0.054309449674439896,412.38275364616584,22.396280405753387,0
USD,INR,0.15,-0.03,4076.376914527154,-122.29130743581462,0
THB,INR,0.35,0.05162874668894409,1785.986086145407,92.2082232315799,1
GBP,INR,0.2,0.06847053004237288,105.9985599004849,7.257777580114413,1
GBP,INR,0.2,-0.026964656144496037,2624.1304207231397,-70.75877447311117,0
EUR,INR,0.15,0.02581954665265712,10145.965617685484,261.9642326020855,0
USD,INR,0.15,-0.0014840224885061034,239.8915045229315,-0.356004387513594,0
AED,INR,0.4,0.0011968819924081525,399.2606728579851,0.4778679096204848,0
KRW,INR,0.3,0.001311831655676124,1798.9643577587506,2.3599383919409966,0
GBP,INR,0.2,-0.009485654896938334,47.66428994245537,-0.4521270053017403,0
EUR,INR,0.15,-0.0011073315019027898,1046.0334171260722,-1.1583057548267208,0
EUR,INR,0.15,0.03174014800264151,3383.836590043553,107.40347418473613,0
USD,INR,0.15,0.02795246370629209,4363.8645352588055,121.98076504099697,0
EUR,INR,0.15,0.06597079712533022,1812.891707785833,119.59791106453261,1
KRW,INR,0.3,0.016999215657995507,172.33032741842956,2.92948040019886,0
GBP,INR,0.2,0.09037471628321138,216.19551904173906,19.53860869509879,1
USD,INR,0.15,0.054554090463401976,1350.6342053686717,73.68262062264756,0
AED,INR,0.4,0.016256098314341213,169.40540462279748,2.7538709125289493,0
KRW,INR,0.3,0.04847542025304637,378.2904413444375,18.337788121881996,1
KRW,INR,0.3,0.011393122807217364,2472.6106682839636,28.170756998194996,0
AED,INR,0.4,-0.009912573966439677,1469.8715251064111,-14.570210213780795,0
THB,INR,0.35,0.024576346865894133,91.30193614295109,2.2438680521768823,1
THB,INR,0.35,0.008363066156063498,1752.6791398747343,14.657771597124873,0
USD,INR,0.15,-0.02756912544076509,486.442061545367,-13.410782214408595,0
EUR,INR,0.15,0.021792202629946023,106.08947440189067,2.311923323070473,0
EUR,INR,0.15,0.004226636744783051,1533.7141747039773,6.482452686798442,0
USD,INR,0.15,0.0032777827361292356,176.29679491385207,0.5778625908035407,0
EUR,INR,0.15,-0.0044578480731825194,223.03541852442098,-0.9942580107205469,0
AED,INR,0.4,0.04374261568276738,447.85037391509485,19.590146789551664,0
GBP,INR,0.2,0.1499474393891617,176.17444245402623,26.416906531794453,1
KRW,INR,0.3,0.015870352169889163,5893.607273795639,93.53362298615717,0
GBP,INR,0.2,0.04115212981244073,55.25350189533296,2.2737992825886817,0
EUR,INR,0.15,0.01073709068487625,261.5485628061395,2.8082706373485715,1
GBP,INR,0.2,0.04055508365519842,48.950604737885236,1.9851958701174879,0
USD,INR,0.15,0.012468644440933365,568.8323919927041,7.092568842242659,0
USD,INR,0.15,0.052916444411368106,1129.083835973221,59.74710204205122,0
USD,INR,0.15,0.027773999205087288,1133.5572475433228,31.48341809218918,0
USD,INR,0.15,-0.03,225.7347275083661,-6.772041825250983,0
KRW,INR,0.3,0.0015577289776059905,5528.237464031531,8.61149569280897,1
KRW,INR,0.3,-0.02746648503767387,2609.6961800607037,-71.67918108251197,0
KRW,INR,0.3,0.03963025728777224,297.6603191490119,11.79635503223574,0
THB,INR,0.35,0.01527543668006546,592.2591341743635,9.047016902270883,0
GBP,INR,0.2,0.01416037871907221,206.19539322738564,2.9198048582277973,0
USD,INR,0.15,0.001607123177835729,3345.1039521576045,5.375994093782386,0
USD,INR,0.15,0.03174351100571032,2365.0393045017377,75.0746511913884,0
THB,INR,0.35,0.014271635953198546,533.3724690715554,7.61209770604789,0
EUR,INR,0.15,0.07040574425974379,1404.392070025024,98.87726892259403,1
AED,INR,0.4,0.0029642454908285418,1289.792183571435,3.8232606642575253,1
THB,INR,0.35,0.05527375665829859,648.7072181139177,35.85648491651052,0
AED,INR,0.4,0.06896104070098565,2162.9518841276863,149.15941291560296,1
EUR,INR,0.15,0.0790190483931546,513.4626895981963,40.5733331174392,0
THB,INR,0.35,0.01959034884541927,38.719149958593164,0.7585216546869411,0
KRW,INR,0.3,0.047819541979610636,844.0992103328974,40.364437623470174,1
EUR,INR,0.15,0.030610384706436518,572.7580993460779,17.53234576471083,0
USD,INR,0.15,-0.013734972220798577,15659.898339682763,-215.08826867607252,0
GBP,INR,0.2,-0.0014175394201332014,573.2530403961158,-0.8126087824727047,1
EUR,INR,0.15,0.06825999148370658,879.3751773065526,60.026142113928245,1
USD,INR,0.15,0.0387318331571419,286.0561985230525,11.079480954761129,0
AED,INR,0.4,-0.016147816721427462,78.51832053320028,-1.2678994492444127,0
AED,INR,0.4,-0.028948807941916697,411.3902871915193,-11.909258413077245,0
USD,INR,0.15,0.09450029508882474,325.916933027588,30.799246345551797,1
THB,INR,0.35,0.05739482998149838,1400.810836755628,80.39929981182975,1
EUR,INR,0.15,0.01950494627514908,1383.95814593043,26.994029283427967,0
AED,INR,0.4,0.030942435960012213,3434.3479761733956,106.26709231714284,0
THB,INR,0.35,0.04387112930933125,2285.5709855140904,100.27058025114432,0
THB,INR,0.35,0.030462118365963492,781.0328302245649,23.791914522004166,0
GBP,INR,0.2,0.0313257462255819,1392.4923791412962,43.620862890037024,1
KRW,INR,0.3,0.026422084155608566,1719.8269899456288,45.44141346143037,0
EUR,INR,0.15,0.03345709514939994,358.076383773923,11.980195642677192,0
THB,INR,0.35,0.032556366834729795,59.48346627203489,1.936565548553645,0
AED,INR,0.4,0.02351302940205014,3082.5491972383925,72.48006990793237,1
EUR,INR,0.15,0.014385526882502827,3520.3276467838614,50.641767998027156,0
GBP,INR,0.2,0.03169412560427221,934.1515147893615,29.607115443155173,0
KRW,INR,0.3,-0.01735260251246118,38.63123716886272,-0.6703525031558909,0
KRW,INR,0.3,0.06287993962463985,2388.8717207201435,150.21210956989214,1
USD,INR,0.15,0.15091966251320343,304.76922995214704,45.995669328786924,1
EUR,INR,0.15,-0.001137563035019296,3804.962339230334,-4.328384506748979,0
EUR,INR,0.15,-0.0005046704273964312,474.3087445049014,-0.2393695968071533,0
GBP,INR,0.2,0.02136408705749139,1624.322240154989,34.702161748090624,0
AED,INR,0.4,-0.00767874053876462,156.19808884514308,-1.1994045968927578,1
EUR,INR,0.15,0.005856923671334622,246.97773438613234,1.4465297388187335,0
GBP,INR,0.2,0.007572510814916918,709.9415649387226,5.376040178457519,0
EUR,INR,0.15,0.02545351488201704,363.41834025422685,9.250274132058895,0
GBP,INR,0.2,-0.0029383412727056035,324.177344018653,-0.9525436696060912,0
THB,INR,0.35,0.021714087334288062,1223.9366840176654,26.576668048398517,0
GBP,INR,0.2,0.045512606199746376,335.32642067861997,15.26157933271652,0
GBP,INR,0.2,0.007822278915940263,2068.3198292331413,16.178974591631565,0
AED,INR,0.4,0.1425081727761448,2049.612360636858,292.08651241375935,1
GBP,INR,0.2,-0.03,231.81846234954446,-6.9545538704863334,0
USD,INR,0.15,0.07000528867537167,993.6133508993585,69.55818946141297,1
THB,INR,0.35,0.005576319312648765,255.19891669953722,1.4230706477586728,0
GBP,INR,0.2,0.009171825678155074,5729.992129922371,52.55448895284848,0
GBP,INR,0.2,0.011081792368607256,2290.597786272185,25.383929067459775,0
USD,INR,0.15,0.043096870094680335,171.02686158197463,7.370722436299236,0
USD,INR,0.15,0.013934037532257412,5311.261708461655,74.00731998934633,0
EUR,INR,0.15,0.020140439828509472,1568.7092344921741,31.59449394571679,0
USD,INR,0.15,-0.013206736285411263,1357.2862362386777,-17.925321385822627,0
AED,INR,0.4,0.005822047992078641,793.1849508181353,4.61796085025772,0
USD,INR,0.15,0.04918269666597381,1003.9835338226266,49.3786176016307,0
EUR,INR,0.15,0.08862134435566174,111.35556036961536,9.868479461433363,1
THB,INR,0.35,0.002922274969118661,230.80361341396184,0.6744716222617607,0
AED,INR,0.4,0.01666451366737341,410.89770525809365,6.847410425165872,0
KRW,INR,0.3,0.0012214826544790242,2512.0793463360646,3.0684613482245084,0
GBP,INR,0.2,-0.003888668320335527,1200.0898002039964,-4.666751187611073,0
EUR,INR,0.15,0.09757711124509202,194.06276559003035,18.93608406650861,1
GBP,INR,0.2,-0.0073855407472494024,632.7756164681634,-4.673390099291481,0
USD,INR,0.15,0.060510049092052806,273.73236754013016,16.56355899793712,0
EUR,INR,0.15,0.006724039825025102,57.84180078382366,0.3889305720215985,0
USD,INR,0.15,0.026957485279801026,627.8897307938705,16.926328175213992,0
USD,INR,0.15,0.02100036125133331,364.1387334144223,7.647044947305824,0
AED,INR,0.4,0.021593096434760803,1330.5933759564803,28.731631082482213,0
EUR,INR,0.15,0.004439680538610859,167.94720020640793,0.7456319162705709,0
AED,INR,0.4,0.001407791301555411,4268.643489666388,6.009359174193476,0
USD,INR,0.15,0.003969098553591753,1014.8199390796734,4.027920352357203,0
AED,INR,0.4,0.07409689021975827,1522.084262282656,112.78171048757972,1
KRW,INR,0.3,0.02263754526528728,642.450736415587,14.543507626324999,0
GBP,INR,0.2,0.11692818150948887,33.867166869021034,3.9600262348730393,1
USD,INR,0.15,0.022845879826638653,488.738523599311,11.165661576798659,0
KRW,INR,0.3,0.007756607642819332,3744.8642933510796,29.0474429991282,0
GBP,INR,0.2,-0.025653138316732424,1376.635983100346,-35.3150332862641,0
THB,INR,0.35,0.03407086572113041,653.8337814385146,22.276682971330562,1
GBP,INR,0.2,-0.026335662431860148,7033.1714232807635,-185.22322842892757,0
AED,INR,0.4,0.12869879219159105,419.02378556476214,53.92785510173314,1
KRW,INR,0.3,-0.02959757058714308,1656.5585842073333,-49.030109627814355,0
AED,INR,0.4,0.033496202588242194,1835.7644240470509,61.491137052167765,0
THB,INR,0.35,0.14407091986424098,647.3429996995364,93.26330143438929,1
EUR,INR,0.15,0.0115625683312369,260.71586967526355,3.014545058158089,0
THB,INR,0.35,-0.01504050024737289,474.6983969311143,-7.1397013564699385,0
KRW,INR,0.3,-0.00427947474456992,1322.2622013578948,-5.658587696410537,0
EUR,INR,0.15,0.10897744028051007,2017.3910969804372,219.8501177936183,1
GBP,INR,0.2,0.04689633201218212,4139.875688055171,194.1449847561962,0
THB,INR,0.35,0.01983157878459194,1506.7858672027178,29.881942636940384,0
GBP,INR,0.2,0.0016146964076452289,12040.999111956358,19.442558010535322,0
USD,INR,0.15,0.04293485164085815,843.1286243229714,36.1996023994676,0
KRW,INR,0.3,0.05214120753547913,382.85084204437493,19.96230521016869,0
EUR,INR,0.15,-0.01578940617175395,352.4265088359936,-5.5646052937047354,0
AED,INR,0.4,0.08412525879301805,592.3189827901921,49.828987715242114,0
KRW,INR,0.3,0.022649777748988367,60.52801936641598,1.3709461862357857,0
USD,INR,0.15,0.025337949318260417,194.9316378094928,4.9391679593424245,0
AED,INR,0.4,0.022056797267573557,401.86666731804337,8.86389160962951,0
THB,INR,0.35,0.033321977108215536,1896.5472181541952,63.19670298798395,0
EUR,INR,0.15,0.031844576024002896,1671.9545364585595,53.242683344931116,0
EUR,INR,0.15,0.06785581364959901,2336.7537600017695,158.56232768367988,1
EUR,INR,0.15,0.11490481538538254,104.35041659469185,11.990365354200826,1
KRW,INR,0.3,-0.012205268886181198,129.58699215917076,-1.5816440834541337,0
USD,INR,0.15,0.04442008732197324,1689.8910103304238,75.06510624349501,0
USD,INR,0.15,0.05142471174261939,104.74172873558757,5.386313207651225,0
KRW,INR,0.3,0.05910560751529941,2716.9761276867193,160.58852463148926,1
GBP,INR,0.2,0.11635236140426829,92.30221735625432,10.739580952250227,1
THB,INR,0.35,0.01670542020694239,282.4947971111083,4.719194292015999,0
THB,INR,0.35,0.03018232812027711,149.16912495859577,4.502271474914955,0
THB,INR,0.35,-0.028897466262247387,479.68269604229937,-13.861614525466214,0
USD,INR,0.15,-0.004782580377300772,63.90373013924748,-0.30562472580028893,0
EUR,INR,0.15,-0.02891454746649378,397.92430821793175,-11.505801298039088,0
USD,INR,0.15,-0.008550493538924465,138.99160352776536,-1.1884468079289086,0
EUR,INR,0.15,0.08964776534947622,2884.194963430596,258.5616333037672,1
AED,INR,0.4,-0.0016928193035214232,5706.564993076708,-9.660183377079848,0
GBP,INR,0.2,0.04855917271121219,343.38843248359564,16.674658200003346,1
KRW,INR,0.3,0.016693042409353376,1415.3027804055905,23.62570933538627,1
AED,INR,0.4,0.011965879757902266,60.47071380880383,0.7235852903106668,0
GBP,INR,0.2,-0.002023653181452279,34.94760602284177,-0.07072183411226457,0
USD,INR,0.15,0.06487699077674425,1144.86484553323,74.27538602427809,1
THB,INR,0.35,0.01370079395399218,89.19658332791396,1.2220640095758433,0
EUR,INR,0.15,-0.008317104781440479,1219.88585997108,-10.1459185187771,0
AED,INR,0.4,0.038168086375646816,6613.297174829748,252.41689779672288,1
AED,INR,0.4,0.030129816869523707,154.043183116979,4.641292897313083,0
KRW,INR,0.3,0.01459427836557605,812.5061988395885,11.857941639621039,0
THB,INR,0.35,0.06691480965603337,1140.3313099210475,76.30505254818209,1
THB,INR,0.35,0.030979621692907806,5874.9170619174965,182.00270805541348,0
GBP,INR,0.2,0.008396541335175187,986.8468817208291,8.28610063385768,0
AED,INR,0.4,0.05034278172646618,1146.2386960203319,57.70484448018079,0
EUR,INR,0.15,0.03253686574869465,563.048007495338,18.319817429945832,0
AED,INR,0.4,0.04224391320938435,486.05417556984753,20.532830407831504,0
GBP,INR,0.2,-0.021950564585909403,92.52798518427616,-2.0310415147915224,0
AED,INR,0.4,0.06530478273461714,2525.982201013773,164.95871882871444,0
THB,INR,0.35,0.011042225928298535,503.26711465573834,5.5571891823115855,0
GBP,INR,0.2,0.010069559273039473,4649.502827857618,46.818444315276935,0
AED,INR,0.4,-0.03,10395.528981919375,-311.86586945758125,0
AED,INR,0.4,-0.03,816.6128917630109,-24.498386752890326,0
EUR,INR,0.15,0.026999326887918895,1326.8492171264336,35.82403574417585,0
KRW,INR,0.3,0.04296911539317986,738.2119627742884,31.72031501307419,0
USD,INR,0.15,0.08656250064253679,932.0903096555436,80.6840680284603,1
THB,INR,0.35,-0.02043262139657532,372.98710433067197,-7.621104288593559,0
AED,INR,0.4,0.0091578368272821,212.6360843370057,1.9472865639504933,0
AED,INR,0.4,0.034272518298357736,317.0514504763272,10.866151637970786,0
USD,INR,0.15,0.016356230103373212,374.1683273978721,6.119983260313879,0
KRW,INR,0.3,-0.014562184838457741,507.97905682366627,-7.397284919531656,0
USD,INR,0.15,0.07152605248031214,1068.2647619978222,76.40876142952439,1
THB,INR,0.35,0.0449353675765093,607.788524446399,27.31120075478315,0
THB,INR,0.35,-0.01504420696411637,722.1014505395223,-10.863443671005212,0
AED,INR,0.4,0.01122150175814261,698.3427509501455,7.836454407573204,0
THB,INR,0.35,-0.016484803261748594,1179.757820286981,-19.448075563940236,0
THB,INR,0.35,0.0031169194123642488,1638.687973524799,5.107658355487278,0
KRW,INR,0.3,0.03674626246752598,222.39660842469584,8.172244145061473,0
EUR,INR,0.15,-0.006837265606096715,929.6358912203726,-6.35616750523412,0
